Date,Price,Open,High,Low,Vol.,Change %
11/01/1993,366.9,370,375.9,366,1.06K,-1.16%
10/01/1993,371.2,360.5,374,355,1.11K,3.28%
09/01/1993,359.4,389,384,350,33.71K,-6.38%
08/01/1993,383.9,408,427.5,377,9.82K,-8.36%
07/01/1993,418.9,384.5,420.9,384.5,7.99K,8.52%
06/01/1993,386,398.5,400,373.2,43.81K,-3.45%
05/01/1993,399.8,392.5,405,370.5,53.55K,2.54%
04/01/1993,389.9,365,393,360,7.91K,6.53%
03/01/1993,366,336.5,365.5,335.5,35.05K,5.84%
02/01/1993,345.8,362,363,342.2,8.49K,-4.69%
01/01/1993,362.8,350,371,350,3.07K,2.46%
12/01/1992,354.1,363.5,374,352,32.99K,-2.51%
11/01/1992,363.2,354,368,345,33.42K,2.54%
10/01/1992,354.2,370.5,371,351,4.27K,-4.50%
09/01/1992,370.9,361.5,375,353.5,30.95K,2.77%
08/01/1992,360.9,380.5,381,338.5,42.43K,-6.28%
07/01/1992,385.1,380,400,372,8.11K,2.26%
06/01/1992,376.6,366.5,379,360,25.18K,2.67%
05/01/1992,366.8,348.5,372.5,348.5,16.59K,5.58%
04/01/1992,347.4,360,360.5,337,4.57K,-2.69%
03/01/1992,357,358,361,350.1,4.01K,-0.75%
02/01/1992,359.7,357.5,368,351.6,10.73K,0.62%
01/01/1992,357.5,335.5,359,330,8.73K,5.55%
12/01/1991,338.7,370.5,376,331,15.27K,-8.61%
11/01/1991,370.6,364.5,372.3,355,4.10K,1.40%
10/01/1991,365.5,354.6,381,354,5.04K,3.51%
09/01/1991,353.1,341.2,360,340,34.17K,3.91%
08/01/1991,339.8,360.3,360.3,331.5,6.33K,-6.39%
07/01/1991,363,377,387.5,358.5,5.11K,-3.97%
06/01/1991,378,378.2,383.5,367.8,6.71K,0.32%
05/01/1991,376.8,397,400,364,35.53K,-5.04%
04/01/1991,396.8,388.5,405.3,386,5.12K,1.80%
03/01/1991,389.8,403.7,416.5,384,41.34K,-3.92%
02/01/1991,405.7,390.2,408.5,373.5,37.52K,4.97%
01/01/1991,386.5,409,421.5,379,8.02K,-5.43%
12/01/1990,408.7,417.6,422.5,400.5,4.33K,-3.01%
11/01/1990,421.4,431.7,435.5,412,10.64K,-2.99%
10/01/1990,434.4,429,451,387.5,9.52K,0.30%
09/01/1990,433.1,480.5,481.5,425,5.75K,-9.92%
